event_event/id_event,event_event/event,event_event/kategori,event_event/tanggal,event_event/jam,event_event/tempat
1790, Kompetisi Public Speaking ,Lain-lain,21  - 21 Jul 2018,12:00 - 14:00,Universitas Nasional
1789, Arkamaya Pre Event Talkshow : Expediency of Arts in Dealing with Nowadays Stressors  ,Seminar,14  - 14 Jul 2018,13:00 - 15:40,"Auditorium Gedung H lt.4, Fakultas Psikologi Universitas Indonesia, Depok "
1784, Awarding Night CHRONICLE 2018 ,Musik,13  - 13 Jul 2018,15:30 - 23:00,"Student Center, Politeknik Keuangan Negara STAN"
1783, Seminar Technopreneurship  ,Seminar,14  - 14 Jul 2018,08:00 - 16:00,"Auditorium Perpustakaan Nasional, Lantai 2, Jl. Medan Merdeka Selatan No.11, Jakarta"
1782, [CETAKU : CARA ENAK CETAK GRATIS DOKUMENKU] ,Lain-lain,05 Jul 2018 - 31 Agu 2018,00:00 - 23:59,"Jalan Danau Toba Blok G2 No.149, Tanah Abang"
1781, SEMINAR KESEHATAN LINGKUNGAN  ,Seminar,25  - 25 Agu 2018,07:30 - 12:00,Hotel Bentani & Residence
1780, Pameran Foto ,Lain-lain,16  - 21 Jul 2018,09:00 - 17:00,Selasar Universitas Nasional
1779, 12th DENTISTRY SCIENTIFIC MEETING UNIVERSITAS INDONESIA - NATIONAL DENTAL SCIENCE OLYMPIAD ,Lain-lain,27  - 27 Sep 2018,14:00 - 16:00,"Gedung Rumpun Ilmu Kesehatan, UI Depok"
1778, Parade Wisuda Juli ITB 2018 ,Lain-lain,21  - 21 Jul 2018,09:00 - 18:00,"Kampus ITB Ganesha, Jl. Ganesha No. 10"
1777, Festival Elektronika Instrumentasi ,Lain-lain,01  - 01 Sep 2018,07:00 - 17:00,Taman pintar yogyakarta
1776, Annual Language Competition 2018 ,Lain-lain,01  - 02 Agu 2018,08:00 - 17:00,Gedung O dan Aula UPT Perpustakaan Universitas Neger Jakarta
1775, MUSIKOLOGI ,Musik,23  - 23 Nov 2018,19:30 - 22:30,Hall Senayan
1773, Gita Teladan Concert Series 5 ,Musik,14  - 15 Jul 2018,08:00 - 21:00,Gedung Kesenian Jakarta
1772, BRANDING UPDATE â€œThe Future of Retailâ€ ,Seminar,18  - 18 Jul 2018,12:00 - 18:00,"Financial Club, CIMB Niaga,  Jl. Jend. Sudirman No.Kav 58, Jakarta Selatan"
1771, E-manifest Dance Competition ,Pensi,26  - 26 Agu 2018,08:00 - 15:00,"Gedung Auditorium O5 lt. 3 FIP Unesa, Lidah Wetan"
1770, Management In Business ,Lain-lain,07  - 07 Jul 2018,08:00 - 17:00,Gedung Kantor JNE Pusat Jl. Kumudasmoro Tengah Semarang
1769, Olimpiade Akuntansi Nasional XX ,Lain-lain,26  - 26 Agu 2018,07:00 - 18:30,"Kampus Departemen Ekonomika&Bisnis Sekolah Vokasi UGM, Jln. Prof. Drs. Notonegoro No. 1 Bulaksumur"
1768, PIASE 2018 ,Musik,07  - 07 Jul 2018,03:00 - 12:00,Rooftop ITC Depok
1767, NASA (National Scientific Days) ,Lain-lain,18 Jul 2018 - 10 Okt 2018,07:00 - 18:00,Politeknik Negeri Sriwijaya
1765, Photon (Physics Competition) ,Lain-lain,28 Okt 2018 - 18 Nov 2018,06:30 - 17:00,"Gedung C3 Jurusan Fisika, FMIPA UNESA"
1764, Unair National Accounting Competition ,Lain-lain,17  - 20 Sep 2018,00:00 - 00:00,"Universitas Airlangga, Surabaya"
1763, KOBARAN (Kolaborasi Band Tradisional) ,Musik,07  - 07 Jul 2018,19:00 - 22:00,GOR KAMPUS 2 UMS
1762, Provel Concerns 2018 ,Lain-lain,31 Mei 2018 - 07 Jul 2018,00:00 - 00:00,Semarang
1760, Art Fest X ,Musik,11  - 11 Agu 2018,08:00 - 18:00,"Gedung Pertemuan ""45"" Unisma Bekasi"
1759, DIPONEGORO BUSINESS CASE COMPETITION ,Lain-lain,01 Mei 2018 - 30 Jun 2018,00:00 - 00:00,FAKULTAS EKONOMIKA DAN BISNIS  UNIVERSITAS DIPONEGORO
1758, Sociotraveling in Lombok 2018 ,Lain-lain,25  - 30 Agu 2018,04:00 - 21:00,Desa Setanggor
1757, International Business Plan Competition  ,Lain-lain,10 Jun 2018 - 10 Jul 2018,00:00 - 00:00,Jakarta
1756," Talkshow "" Be success with your social media"" ",Seminar,10  - 10 Jul 2018,12:00 - 16:00,Gedung Auditorium Hj Darlina Lt 10 Fakultas Psikologi Universitas Persada Indonesia YAI
1754, Unity Cup KMTI UMS ,Sport,01  - 01 Sep 2018,08:00 - 16:00,Lapangan Budi Langgeng 
1753, Kuliah Kerja Nyata  ,Lain-lain,20 Jul 2018 - 20 Agu 2018,08:00 - 17:00,Desa Tanjung Anom Kecamatan Mauk Kabupaten Tangerang
1752, Let's Speak Up On The Radio ! ,Lain-lain,10 Agu 2018 - 10 Jun 2018,13:00 - 21:00,Craft Center Royal Plaza Surabaya
1751, Pilihan Da'i Remaja (PILDARAJA) se-Jawa Timur ,Lain-lain,11  - 11 Agu 2018,08:00 - 20:00,Auditorium Universitas Islam Negri Sunan Ampel Surabaya
1750, Musabaqoh Tilawatil Qur'an Tingkat Nasional ,Lain-lain,12  - 12 Agu 2018,07:00 - 21:00,Masjid Ulul Albab Universitas Islam Negri Sunan Ampel Surabaya
1749, Musabaqoh Khattir Riq'ah Nasional (Mengirim Karya) ,Lain-lain,26 Jun 2018 - 04 Agu 2018,06:00 - 21:00,Ruang Sidang Rektorat Lama lantai 2 UIN Sunan Ampel Surabaya
1748," MOSTART 2018 ""REGGEA FEST!"" ",Musik,04  - 04 Jul 2018,16:00 - 23:30,Rooftop ITC Depok
1747, Network Engineering Talk ,Seminar,01  - 01 Jul 2018,08:00 - 12:00,STMIK Bumigora
1746, SCHOLARSHIP WARRIOR CAMP ,Seminar,03  - 04 Jul 2018,00:00 - 23:00,Jakarta
1745, Representation: The Art of Signifier ,Lain-lain,23  - 25 Jul 2018,13:00 - 19:40,"Cinemaxx, Maxxboxx, Lippo Village. Lantai 2 Jl. Boulevard Jend. Sudirman No. 1110, Kelapa Dua, Tange"
1744, Mega Career Expo-Jakarta ,Bursa Kerja,06  - 07 Jul 2018,10:00 - 17:00,Gd. SMESCO Exhibition Hall
1743, INFORMASI PEMBUKAAN KELAS BAHASA JEPANG DI KAMPUS UMN ,Lain-lain,09 Jul 2018 - 30 Sep 2018,17:15 - 19:00,Universitas Multimedia Nusantara
1742, Padjadjaran Debate Championship (PDC 2018) ,Lain-lain,29 Sep 2018 - 01 Okt 2018,08:00 - 05:00,"Fakultas Ekonomi dan Bisnis, Universitas Padjadjaran Jatinangor"
1741, Seminar Nasional ,Seminar,30  - 30 Jun 2018,08:00 - 15:00,Ar.Fachruddin Lt.2 Kampus E FEB UHAMKA
1740, SENJA 2018 ,Lain-lain,13  - 15 Sep 2018,08:00 - 16:00,"Ruang Aboesono, FEB UPN ""Veteran""Jawa Timur dan Mustafa Center, Mall Royal Plaza"
1739, ADS Meeting (Airlangga Dentistry Scientific meeting) ,Lain-lain,20 Mei 2018 - 06 Okt 2018,07:00 - 16:00,Fakultas Kedokteran Gigi Airlangga
1738, KOSMIK DAY! 2018 ,Musik,28  - 28 Jun 2018,16:00 - 00:00,Universitas Prof. Dr. Moestopo (Beragama)
1737," Seminar IYOIN: Muda, Beda, Kaya ",Seminar,07  - 07 Jul 2018,09:00 - 13:00,Perpustakaan Balai Kota Depok
1736," Seminar Nasional ""SEHAT DI DUNIA NYATA BIJAK DI DUNIA MAYA"" ",Seminar,02  - 02 Jul 2018,08:30 - 12:10,"Auditorium Arifin Panigoro, lantai 3, Universitas Al Azhar Indonesia"
1735, CERCo 2018 (Chemical Engineering Research Competition) : PAPER COMPETITION ,Lain-lain,07  - 25 Jun 2018,00:00 - 00:00,semarang
1734,  LKTIN Uwest 3 ,Lain-lain,04  - 07 Okt 2018,08:00 - 12:00,Universitas Pendidikan Ganesha
1733, CYRO Talks #1 - ALL ABOUT CYRONIUM ,Seminar,24  - 24 Jun 2018,11:00 - 17:00,"Jakarta Desain Center, Slipi"
1732, Seminar Nasional Meningkatkan Kemampuan & Animo RISET Mahasiswa ,Seminar,13  - 13 Jul 2018,13:00 - 17:30,Auditorium Universitas MercuBuana Jakarta
1731, [PERPANJAAAAAANG] DIPONEGORO SCIENCE COMPETITION (DSC) 2018 ,Lain-lain,15  - 30 Jun 2018,00:00 - 23:59,Universitas Diponegoro
1730, Call For Paper 2018 ,Lain-lain,12  - 13 Jul 2018,08:00 - 17:00,Gedung Tower Universitas Mercu Buana Lt 3 & 4
1729," Himpunan mahasiswa mesin Univ. Darma Persada proudly present ""Machine power IV"" ",Pensi,03  - 04 Jul 2018,08:00 - 22:00,Univ. Darma Persada
1728, Lomba Karya Tulis Ilmiah Nasional Ansira 2018 ,Lain-lain,22 Jun 2018 - 24 Okt 2019,13:00 - 23:55,Universitas Pendidikan Indonesia
1727," Lomba Poster Nasional  ""Kesaktian Ideologi Pancasila dalam Menghadapi Aksi Terorisme dan Radikalisme""  ",Lain-lain,10  - 30 Jun 2018,00:00 - 00:00,Online
1726, Diklat Pembelajaran 2018 ,Lain-lain,02  - 02 Sep 2018,07:00 - 15:00,"F.MIPA UNESA KETINTANG,SURABAYA"
1725, Seminar nasional Dan mechanical expo II TEKNIK MESIN UKI ,Seminar,17  - 17 Okt 2018,08:00 - 16:00,Audiotorium Graha William Soeryadjya FK UKI Lantai 1 Jl. Mayjen Soetoyo No.2 Cawang-Jakarta Timur
1724, National Scientific Writing Competition Lustrum DTETI XI ,Lain-lain,29  - 29 Sep 2018,07:00 - 17:00,Fakultas Teknik Universitas Gadjah Mada
1723, National Software Development Competition Lustrum DTETI XI ,Lain-lain,29  - 29 Sep 2018,07:00 - 17:00,Fakultas Teknik Universitas Gadjah Mada
1722, PROMISE FIB 2018 ,Lain-lain,25 Jun 2018 - 14 Sep 2018,08:00 - 17:00,Fakultas Ilmu Budaya Universitas Airlangga
1721, LEON (Lomba Esai Nasional) 2018 ,Lain-lain,19  - 21 Okt 2018,00:00 - 00:00,FISIP Universitas Brawijaya Malang
1720, Ratoh Jaroe Festival II  ,Lain-lain,28  - 28 Jul 2018,09:00 - 16:00,Universitas Trilogi
1719," Seminar Entrepreneur 2018 ""The Next Jongpreneur"" ",Seminar,07  - 07 Jul 2018,09:00 - 12:30,"Aula Ki Hajar Dewantara Lantai 9, Kampus A, Universitas Negeri Jakarta"
1717, Cite-UP (Computer and IT Event of Universitas Pertamina) 2 ,Lain-lain,27 Okt 2018 - 11 Nov 2018,08:00 - 15:00,Online. (Untuk Final di Universitas Pertamina)
1716, Pafesta (Pai Festival) ,Lain-lain,16  - 17 Jul 2018,07:30 - 17:00,"Kampus A, Lantai 6 UHAMKA Limau"
1715," A Charity Concert ""Spirit Of Youth"" ",Lain-lain,26  - 26 Jun 2018,15:00 - 16:45,Gedung Olah Raga Universitas Tribhuwana Tunggadewi Malang Jalan Telaga Warna Blok C
1714, TRIMASKETER ,Musik,30  - 30 Jun 2018,10:00 - 20:30,Auditorium Sekolah Tinggi Pariwisata Trisakti
1713, Lomba Karya Tulis Ilmiah Nasional Uwest 3 ,Lain-lain,04  - 07 Okt 2018,08:00 - 12:00,Universitas Pendidikan Ganesha
1712,  MANAJEMEN FESTIVAL 2018 ,Expo,02  - 07 Jul 2018,13:00 - 19:00,STIE Ahmad Dahlan Jakarta 
1711, IELTS Class ,Lain-lain,07 Jul 2018 - 22 Sep 2018,09:00 - 12:00,Artivator Jl Pemuda Depok
1709, Hiperkes Cup VIII ,Sport,07  - 09 Sep 2018,08:00 - 17:00,Budi Langgeng Griya Futsal
1708, 12th DENTISTRY SCIENTIFIC MEETING UNIVERSITAS INDONESIA - POSTER COMPETITION ,Lain-lain,15 Mei 2018 - 27 Agu 2018,08:00 - 12:00,"Rumpun Ilmu Kesehatan, UI Depok"
1707, 12th DENTISTRY SCIENTIFIC MEETING UNIVERSITAS INDONESIA - NATIONAL LITERATURE REVIEW COMPETITION ,Lain-lain,15 Mei 2018 - 20 Jul 2018,08:00 - 12:00,"Rumpun Ilmu Kesehatan, UI Depok"
1706, GTX 2018 : Evolve ,Expo,25  - 27 Jun 2018,08:00 - 15:00,Auditorium Sekolah Tinggi Multi Media Yogyakarta
1705, Seminar Nasional Aplikasi Sains & Teknologi (SNAST) 2018 ,Seminar,15  - 15 Sep 2018,08:00 - 16:00,"Kampus 1, Institut Sains & Teknologi AKPRIND Yogyakarta, Jl. Kalisahak No.28 Kompleks Balapan,"
1704, Strategi Penerapan Manajemen Resiko dan SMK3 di Pelayanan Kesehatan dan Non Pelayanan Kesehatan ,Seminar,06  - 06 Jul 2018,13:30 - 18:00,"Lt 8 Ruang 811, Gedung utama Universitas Esa Unggul"
1703, MOTO CONTEST #2 ,Lain-lain,27  - 28 Jul 2018,21:00 - 05:00,UNIVERSITAS MUHAMMADIYAH MAGELANG KAMPUS II
1702, Workshop International Khat Kaligrafi dengan Tema: Khat disiplin ilmu dan seni ,Seminar,09  - 09 Agu 2018,08:00 - 02:00,Ruang Amphiteather Twin Tower UIN Sunan Ampel Surabaya
1701, Comptech 2018 ,Lain-lain,01 Sep 2018 - 02 Jun 2018,08:00 - 17:00,"Jalan Terusan Ryacudu, Way Hui, Jati Agung, Way Huwi, Jati Agung, Kabupaten Lampung Selatan, Lampung"
1700, Ipb National Essay Competition ,Lain-lain,06 Jun 2018 - 03 Agu 2018,00:00 - 23:59,Bogor
1699, Essay Nasional ,Lain-lain,08 Jun 2018 - 18 Jul 2018,00:00 - 00:00,Universitas Bengkulu 
1698, Science Project Competition Persembahan Oseanografi ITB untuk Indonesia (POSEIDON) 2018 ,Lain-lain,07 Mei 2018 - 04 Nov 2018,00:00 - 18:00,"Jl. Ganesha no. 10, Kampus ITB Ganesha, Aula Barat."
1697," SEMINAR NASIONAL, STRATEGI TEMBUS BEASISWA LUAR NEGERI ",Seminar,07  - 07 Jul 2018,08:00 - 11:00,"Ruang Citra 2, Unit 2, Universitas AMIKOM Yogyakarta"
1696, Warna-Warni Ramadhan ,Lain-lain,08  - 08 Jun 2018,15:00 - 21:00,Graha Aula Nusantara lt.4 Institut Bisnis Nusantara
1694, PELATIHAN SEM ,Lain-lain,14  - 14 Jul 2018,06:00 - 17:00,Gd. Sardjijo lt 3 Kampus II Universitas PGRI Adi Buana Sby. Jl. Dukuh Menanggal XII
1693, FORMASI (Festival Olahraga dan Malam Aksi) 2018 ,Sport,24 Jun 2018 - 07 Jul 2018,06:00 - 23:00,"Universitas PGRI Adi Buana Surabaya, kampus 2, jl Dukuh Menanggal XII"
1692, PROMO BERKAH RAMADHAN UMN ANIMATION CAMP & UMN FILM MAKING CAMP FOR BEGINNER  ,Lain-lain,09  - 14 Jul 2018,09:00 - 19:00,Universitas Multimedia Nusantara
1691, Lomba Fotografi Nasional #2 ,Lain-lain,20 Mei 2018 - 25 Jun 2018,00:00 - 00:00,Indonesia
1690, GEMA SWARA PESONA ANNUAL CONCERT : VÅ’U ,Musik,30  - 30 Jun 2018,19:00 - 21:00,Gedung Kesenian Jakarta
1686, English Contest Of Animal Science Batch II ,Lain-lain,06  - 09 Sep 2018,12:00 - 12:00,Fakultas Peternakan Universitas Jenderal Soedirman Purwokerto 
1685, PIASE 2018 ,Musik,07  - 07 Jul 2018,16:00 - 22:30,Rooftop ITC Depok
1684, WORKSHOP PROGRAMING WITH CAKEPHP  ,Lain-lain,15  - 15 Jul 2018,08:00 - 15:30,Aula Saba Karya STIE-STMIK INSAN PEMBANGUNAN 
1683, Lomba debat ekonomi ukdc ,Lain-lain,30  - 30 Jun 2018,08:00 - 16:00,Universitas katolik darma cendika
1682, SPICER [Social Project in Computer Engineering Ramadhan] ,Lain-lain,05  - 05 Jun 2018,15:30 - 18:30,Amphi Teather Kampus Politeknik Elektronika Negeri Surabaya
1681, Model AIPA 2018 ,Seminar,06  - 08 Agu 2018,08:00 - 05:00,Aryaduta Jakarta Hotel
1680, SlashRoot CTF 3.0 ,Lain-lain,23 Jun 2018 - 28 Jul 2018,11:00 - 20:10,"Online, STMIK STIKOM BALI Kampus II Jimbaran "
1679, DIPONEGORO SCIENCE COMPETITION 2018 ,Lain-lain,19 Mei 2018 - 08 Sep 2018,07:00 - 17:00,Universitas Diponegoro
1677, SHIFT (Sharia Innovation Paper Competition) ,Lain-lain,21  - 22 Jul 2018,07:00 - 13:00,UNNES
1676, Liga Futsal Airlangga 2018 ,Sport,29 Jul 2018 - 04 Agu 2018,09:00 - 05:00,GOR Futsal Mangga Dua Surabaya
1674, Pajamas Music Festival ,Musik,30  - 30 Jun 2018,15:00 - 23:00,"South City, Pondok Cabe"
1671, Nostalgia ,Musik,07  - 07 Jun 2018,16:15 - 20:00,Universitas Pelita Harapan
1670, Meetup #9 AndroidDev Surabaya ,Seminar,02  - 02 Jun 2018,15:30 - 17:00,Ruang Kelas lf-105a & lf-105b (Departemen Informatika ITS Surabaya)
1669, Lomba Penulisan Esai Mahasiswa DIY dan Jawa Tengah ,Lain-lain,22 Apr 2018 - 31 Jul 2018,00:00 - 00:00,DIY dan Jawa Tengah
1668, Lomba Karya tulis ilmiah Nasional siswa  ,Lain-lain,04  - 07 Okt 2018,00:00 - 00:00,Universitas Negeri Padang 
1667, Lomba Karya tulis ilmiah Nasional Mahasiswa  ,Lain-lain,04  - 07 Okt 2018,00:00 - 00:00,Universitas Negeri Padang 
1666, YORECO (Young Researcher Competition)  ,Lain-lain,04  - 07 Okt 2018,00:00 - 13:01,Universitas Negeri Padang 
1665," Seminar Nasional ""Media dan Politik Jelang Pilpres 2019"" ",Seminar,10  - 10 Jul 2018,08:30 - 12:00,"Aula Lt. 8 Gedung Alawiyah Universitas Islam As-Syafi'iyah, Pondok Gede, Jakarta Timur"
1664, Accounting Revolution Time 3 (ART 3) College Students ,Lain-lain,28  - 29 Jun 2018,08:00 - 18:00,"Kampus E FEB UHAMKA, JL. Raya Bogor KM 23 No 99 Flyover Pasar Rebo, Jakarta Timur"
1663, Festival Euphorbio 3 ,Lain-lain,08 Sep 2018 - 13 Mei 2018,07:02 - 16:30,Universitas mulawarman
1662, Accounting Revolution Time 3 (ART 3) VHS/SHS Students ,Lain-lain,25  - 26 Jun 2018,08:00 - 18:00,"Kampus E FEB UHAMKA, JL. Raya Bogor KM 23 No 99 Flyover Pasar Rebo, Jakarta Timur"
1661, Pementasan Teater Adimanusia ,Lain-lain,20  - 20 Jul 2018,17:00 - 22:00,Gedung Kesenian (Cak Durasim) Jl. Genteng Kali No 85 Surabaya
1660, Ramadhan fair ,Lain-lain,02  - 02 Jun 2018,10:00 - 18:30,"Islamic Center, Bekasi barat, Jawa barat"
1659, NATIONAL DESIGN POSTER COMPETITION ,Lain-lain,12 Mei 2018 - 01 Jul 2018,00:00 - 00:00,Universitas Mataram
1658, PHI ke XVII (paket hari ilmiah) OLIMPIADE MATEMATIKA se Jawa Bali ,Lain-lain,26  - 26 Agu 2018,07:30 - 14:00,23 rayon se Jawa Bali
1657, Pekan Ilmiah Akuntansi 2018 ,Lain-lain,29 Agu 2018 - 01 Sep 2018,08:00 - 05:00,Universitas Lambung Mangkurat
1656, Indonesia International Week Registration ,Lain-lain,05  - 10 Agu 2018,00:00 - 08:01,Jakarta
1655, Gemaste (Gebyar Mahasiswa Teknik Elektro) ,Lain-lain,24  - 26 Agu 2018,07:00 - 17:00,Gedung BPMPK(Badan Pengembangan Multimedia Pendidikan dan Kebudayaan) Semarang
1654, Gemaste (Gebyar Mahasiswa Teknik Elektro) ,Expo,24  - 26 Agu 2018,07:30 - 17:45,Gedung BPMPK (Badan Pengembangan Multimedia Pendidikan dan Kebudayaan)
1653, Open House + Buka Puasa Tanri Abeng University: Jurusan Kuliah Sesuai Kepribadian ,Seminar,03  - 03 Jun 2018,14:00 - 19:00,Tanri Abeng University
1652, Lomba Poster dan Video ,Lain-lain,25  - 31 Mei 2018,00:00 - 12:00,Jakarta
1651, iGreen 1st Wave Project ,Lain-lain,18 Jun 2018 - 31 Jul 2018,09:00 - 03:00,"Desa Gempolsari, SMA 2 Pasundan Kota Cimahi, SMA 2 Pasundan Bandung, CFD Bandung"
1650, Lomba Karya Tulis Ilmiah CFC 2018 ,Lain-lain,01 Jun 2018 - 22 Sep 2018,07:00 - 12:00,UIN SUNAN KALIJAGA
1649, Senandung Arsitektur 2.0 ,Expo,01  - 03 Jun 2018,15:00 - 21:00,Plaza Indonesia
1648, Lentera 2018 ,Lain-lain,25  - 25 Mei 2018,15:00 - 18:29,Masjid daim pnj
1647, #YukBicara Vol. 7: Merebut Hati Pemilih ,Seminar,26  - 26 Mei 2018,14:30 - 19:00,"Rumah Kebangsaan, Jl. Pattimura No. 9"
1646, SHARIA SESSION ,Lain-lain,02  - 02 Jun 2018,14:00 - 18:30,Aula E3 lantai 2 Fakultas Ekonomi Universitas Negeri Malang
1645, RICMA CAMP ,Lain-lain,03 Jun 2018 - 03 Mei 2018,18:00 - 18:55,Masjid Cut Meutia
1644, Berbagi Mushaf 1000 Al Quran ,Lain-lain,05  - 05 Mei 2018,07:25 - 18:30,Masjid Cut Meutia
1643, Berbagi Mushaf 1000 Al Quran ,Lain-lain,05  - 05 Mei 2018,07:25 - 18:30,Masjid Cut Meutia
1642, Festival Arsitektur Parahyangan 2018 ,Lain-lain,21  - 26 Mei 2018,15:00 - 00:00,Jalan Braga Pendek & De Vries OCBC
1641, Simposiun Nasional Inderaja 2018 ,Seminar,30  - 30 Agu 2018,08:00 - 17:00,"Aula Gedung LPPM, Institut Teknologi Sumatera"
1640, Mobile legends Usni competition ,Lain-lain,23  - 23 Mei 2018,13:00 - 23:00,universitas satya negara indonesia
1638, ISO Training UI 2018 ,Seminar,06  - 13 Okt 2018,09:00 - 04:00,"Aula Terapung, Perpustakaan Pusat, Universitas Indonesia, Depok"
1637, National economic events 2018 (Nets) ,Lain-lain,23 Apr 2018 - 19 Sep 2018,08:00 - 16:00,Fakultas ekonomi dan bisnis unsoed
1636, Pameran Calon Anggota UPC 20 â€œANATOMI XXâ€ ,Lain-lain,04  - 06 Jun 2018,09:00 - 16:00,Graha Wira Bakti Universitas Dharma Persada
1635, Gelar Cipta Karya Boga 2018 ,Seminar,07  - 07 Jul 2018,08:00 - 13:00,Fave Hotel Mex Surabaya
1634, Pekan Ilmiah Nasional 2018 ,Lain-lain,18 Apr 2018 - 23 Sep 2018,07:30 - 16:30,Universitas Lampung
1632, Festival seni silat 2018 ,Lain-lain,02  - 02 Jul 2018,07:30 - 16:30,Politeknik negeri semarang 
1631, DIponegoro Financial National Competition (DEFINE) 5th ,Lain-lain,01 Mei 2018 - 06 Jul 2018,00:00 - 00:00,Fakultas Ekonomika dan Bisnis UNDIP
1630, Smart and Creative Business of Traveling ,Seminar,02  - 02 Jun 2018,09:00 - 14:30,"Gedung theater Thomas Aquinas, Unika Soegijapranata Semarang"
1629, Milk in Clip ,Lain-lain,01 Jun 2018 - 01 Mei 2018,16:00 - 18:00,Cikini
1628, Say No To Junk Food dengan Berbagi Takjil Gratis bersama Kelas 2C Ilmu Komunikasi'17 Unsika ,Lain-lain,22  - 22 Mei 2018,16:00 - 18:00,Universitas Singaperbangsa Karawang
1626, Ricma Fair ,Lain-lain,24 Mar 2018 - 23 Mei 2018,00:00 - 12:00,Masjid Cut Meutia
1625, SEMINAR NASIONAL KEWIRAUSAHAAN ,Seminar,02  - 02 Jun 2018,08:00 - 13:00,Aula gedung C7 lantai 3 FIS Universitas Negeri Semarang
1624, Looking at Blockchain Potential : A Way to a Secure and Transparent Financial System ,Seminar,05  - 05 Jun 2018,16:00 - 18:00,MYC Multipurpose Room Pelita Harapan University
1623, Technopreneur ,Seminar,08  - 09 Jun 2018,09:00 - 16:00,Kalbis Institute
1622, CERCo 2018 : PAPER COMPETITION ,Lain-lain,07 Mei 2018 - 30 Nov -1,00:00 - 00:00,-
1621, Goresan Pena Sosial ,Lain-lain,10 Mei 2018 - 23 Sep 2018,19:00 - 00:00,"Universitas Brawijaya, Malang"
1619, PROFIL EVENTKAMPUS.COM ,Lain-lain,09 Apr 2018 - 25 Mei 2018,00:00 - 00:00,PT. Kusuma Kreasi Utama
1618, BEASt (Business Enterpreneurship and Advertising strategy) ,Seminar,26  - 26 Mei 2018,14:30 - 17:30,Perpustakaan lantai 5 ( Universitas Surabaya Tenggilis )
1614, SEMINAR PROPERTI SYARIAH ,Seminar,18  - 18 Mei 2018,08:30 - 14:00,Universitas Yarsi - Lt. 12 Ar-Rahim
1613," UWP CUP 2018, turnamen futsal antar universitas putra putri se jawa timur 2018 ",Sport,15  - 22 Jul 2018,07:00 - 22:00,Lapangan futsal universitas wijya putra surabaya
1612, INISIASI STILL LIFE DRAWING NGABUBUART ,Seminar,18  - 18 Mei 2018,15:30 - 17:00,Galeri Dewan Kesenian Surabaya Jalan Gubernur Suryo No. 15 
1611, Hari Seni Rupa ,Lain-lain,15  - 18 Mei 2018,09:00 - 18:00,Perpusat UI
1610, INISIASI WORKFLOW AND DESIGN TREND 2018 ,Seminar,18  - 18 Mei 2018,13:00 - 15:00,Galeri Dewan Kesenian Surabaya Jalan Gubernur Suryo No. 15 
1608, Talkshow Airlangga Indonesia Denali Expedition ,Seminar,17  - 17 Mei 2018,12:00 - 17:00,Aula Kahuripan Lt. 3 Kampus C Universitas Airlangga Surabaya
1607, Seminar Legislatif  ,Seminar,14  - 14 Mei 2018,09:00 - 15:30,"Bale Sawala, Kampus Unpad Jatinangor "
1606," HISTORY WEEK 2018, Panel Diskusi: 20 Tahun Pasca Reformasi ",Seminar,09  - 11 Mei 2018,08:30 - 16:00,"Aula Pusat Studi Bahasa Jepang (PSBJ), Fakultas Ilmu Budaya, Universitas Padjadjaran"
1605, Pelatihan Standarisasi Guru Al-Qur'an metode Tilawati ,Seminar,12  - 13 Mei 2018,07:00 - 16:00,Masjid Ulul Albab Universitas Islam Negri Sunan Ampel Surabaya
1604, Lomba Karya Tulis Ilmiah Tingkat Nasional ,Lain-lain,29 Jun 2018 - 30 Nov -1,06:00 - 00:00,Kampus FEB UHAMKA
1603, LOMBA CIPTA PUISI EVENT HUNTER INDONESIA ,Lain-lain,08 Mei 2018 - 08 Jun 2018,00:00 - 00:55,Jakarta
1602," Pameran Fotografi ""JOGJAPOLITAN"" ",Lain-lain,11  - 13 Mei 2018,10:00 - 21:00,"Donga Coffee, Jl.Menukan 239A Brontokusuman, Mergangsan, Yogyakarta"
1601, DKVACT 4 ( ISI SURAKARTA ) ,Lain-lain,12  - 13 Mei 2018,10:00 - 22:00,Gelanggang Pemuda Bung Karno Manahan
1600, DESPOSITA (Desain Poster Himpunan Mahasiswa Teknologi Industri Pertanian) ,Lain-lain,09 Mei 2018 - 11 Sep 2018,00:00 - 00:00,INSTITUT TEKNOLOGI INDONESIA
1599, creativlognation ,Lain-lain,12  - 12 Mei 2018,10:30 - 16:30,iisip jakarta
1598, Mobile Legend Tournament Big Versus ,Lain-lain,10  - 12 Mei 2018,14:00 - 20:00,"Coffee Toffee Grogol, Coffee Toffee Margonda, Coffee Toffee Kota Wisata"
1597, Pelatihan & Pendalaman Pengolahan Analisis Data Statistika Menggunakan SPSS ,Lain-lain,14 Mei 2018 - 04 Jun 2018,13:00 - 17:00,Universitas Multimedia Nusantara
1596, Social On Symphonesia 2018 ,Pensi,12  - 12 Mei 2018,18:30 - 22:00,Taman Tirto Agung
1595, Seminar Nasional Pasar Modal Syariah ,Seminar,15  - 15 Mei 2018,07:30 - 12:00,"Gedung KH Ibrahim E7 Lantai 5, Universitas Muhammadiyah Yogyakarta"
1594, Seminar Nasional Metamorphosa 9 ,Seminar,13  - 13 Mei 2018,07:00 - 15:00,Auditorium UNS
